page,id,label_true,label_pred,correct,time_ms
1,id-0-0-0,0,0,True,11.243506000027992
1,id-0-1-9,9,9,True,12.562528000671591
1,id-0-2-4,4,4,True,12.152812000749691
1,id-0-3-3,3,2,False,12.098378999326087
1,id-0-4-2,2,2,True,11.817068999334879
1,id-0-5-4,4,4,True,12.706537000667595
1,id-0-6-8,8,3,False,12.671634000071208
1,id-1-0-7,7,3,False,13.172809999559831
1,id-1-1-0,0,7,False,11.332487000800029
1,id-1-2-1,1,1,True,11.136770000121032
1,id-1-3-3,3,7,False,13.071731000309228
1,id-1-4-4,4,4,True,12.759112999447098
1,id-2-0-7,7,7,True,11.894962000042142
1,id-2-1-6,6,4,False,11.546593999810284
1,id-2-2-2,2,2,True,12.737111000205914
1,id-2-3-5,5,3,False,12.467825999920024
1,id-2-4-8,8,0,False,12.226097000166192
1,id-3-0-0,0,0,True,10.889588999816624
1,id-3-1-8,8,4,False,11.959331999605638
1,id-3-2-6,6,4,False,12.895660000140197
1,id-3-3-6,6,4,False,12.854067999796825
1,id-3-4-4,4,4,True,11.192078999556543
1,id-3-5-3,3,3,True,11.545147000106226
1,id-4-0-2,2,2,True,12.866607999967528
1,id-4-1-9,9,3,False,13.21836599981907
1,id-4-2-4,4,4,True,13.019766000070376
1,id-5-0-5,5,5,True,14.312913000139815
1,id-5-1-1,1,1,True,10.99896699997771
1,id-6-0-6,6,6,True,11.723449000783148
1,id-7-0-1,1,1,True,12.068819999512925
1,id-7-1-1,1,1,True,11.913743000150134
1,id-8-0-0,0,0,True,10.879338999984611
1,id-8-1-7,7,7,True,12.262678999832133
1,id-8-2-7,7,7,True,13.256590000310098
1,id-9-0-5,5,5,True,12.352620000456227
1,id-9-1-6,6,6,True,11.741319000066142
1,id-9-2-3,3,3,True,11.330876000101853
1,id-9-3-7,7,7,True,13.369831000090926
1,id-9-4-8,8,3,False,12.798789000044053
1,id-10-0-8,8,8,True,12.415788999533106
1,id-10-1-1,1,3,False,11.44661200032715
1,id-10-2-7,7,7,True,11.12197800011927
1,id-10-3-2,2,2,True,13.263288999951328
1,id-10-4-3,3,3,True,13.544796999667597
1,id-10-5-0,0,0,True,14.141915999971388
1,id-10-6-4,4,4,True,12.18179500028782
1,id-11-0-8,8,7,False,12.539991999801714
1,id-11-1-8,8,8,True,12.44575700002315
1,id-11-2-7,7,7,True,12.703952999800094
1,id-11-3-2,2,2,True,12.563721999867994
1,id-11-4-3,3,3,True,11.214475000087987
1,id-11-5-3,3,3,True,12.193608999950811
1,id-11-6-7,7,7,True,14.258081999287242
1,id-11-7-0,0,0,True,12.790052999662294
1,id-12-0-4,4,5,False,13.337736000721634
1,id-12-1-8,8,3,False,11.834685999929206
1,id-12-2-5,5,5,True,11.399168000025384
1,id-12-3-0,0,4,False,13.605241000732349
1,id-12-4-5,5,5,True,14.77971999975125
1,id-12-5-4,4,5,False,18.607658999826526
1,id-12-6-7,7,7,True,13.921638999818242
1,id-13-0-7,7,7,True,13.809154000227863
1,id-13-1-1,1,1,True,13.964340000711672
1,id-13-2-3,3,3,True,14.730082999449223
1,id-13-3-6,6,0,False,12.77842900071846
1,id-13-4-3,3,3,True,11.870476000694907
1,id-14-0-2,2,2,True,12.783183999999892
1,id-14-1-5,5,5,True,12.95201300035842
1,id-14-2-4,4,4,True,12.120918000618985
1,id-14-3-2,2,2,True,12.224011000398605
1,id-14-4-2,2,3,False,10.969299999487703
1,id-14-5-0,0,0,True,13.64736499999708
1,id-14-6-7,7,7,True,13.092574999973294
1,id-15-0-6,6,6,True,14.144959000077506
1,id-16-0-3,3,3,True,12.866201999713667
1,id-16-1-6,6,6,True,10.572817000138457
1,id-16-2-9,9,9,True,13.582560000031663
1,id-16-3-1,1,1,True,14.687369000057515
1,id-17-0-7,7,7,True,16.712718999770004
1,id-17-1-2,2,2,True,15.811446000043361
1,id-17-2-1,1,1,True,15.949734999594511
1,id-17-3-2,2,2,True,14.336504000311834
1,id-18-0-6,6,6,True,12.588264999976673
1,id-18-1-3,3,3,True,12.64848200025881
1,id-18-2-7,7,8,False,11.904221999429865
1,id-19-0-3,3,9,False,14.613018999625638
1,id-19-1-1,1,1,True,17.161177000161842
1,id-19-2-3,3,3,True,16.99912599997333
1,id-19-3-4,4,4,True,25.066115999834437
1,id-19-4-7,7,7,True,20.998770999540284
1,id-19-5-8,8,8,True,17.54792199972144
1,id-19-6-8,8,8,True,17.619684000237612
1,id-19-7-5,5,3,False,14.79894299973239
1,id-20-0-3,3,3,True,13.577576999523444
1,id-20-1-7,7,7,True,11.354058000506484
1,id-20-2-5,5,5,True,14.20843599953514
1,id-20-3-3,3,3,True,14.059727999665483
1,id-20-4-0,0,2,False,15.187568999863288
1,id-20-5-2,2,2,True,15.976348999174661
1,id-20-6-7,7,3,False,14.63975099977688
1,id-20-7-6,6,8,False,14.297445999545744
1,id-21-0-2,2,2,True,14.403618999494938
1,id-21-1-6,6,6,True,13.53433300027973
1,id-21-2-3,3,3,True,11.665317000733921
1,id-21-3-7,7,7,True,12.623090000488446
1,id-21-4-3,3,3,True,13.397419999819249
1,id-21-5-8,8,7,False,16.71057400017162
1,id-22-0-7,7,7,True,19.160194000505726
1,id-22-1-2,2,2,True,13.39926699984062
1,id-22-2-7,7,7,True,16.9300759998805
1,id-22-3-5,5,5,True,13.463098000102036
1,id-22-4-4,4,4,True,15.047185999719659
1,id-22-5-3,3,3,True,15.235112000482331
1,id-22-6-6,6,6,True,15.490759999920556
1,id-23-0-6,6,0,False,13.386156999331433
1,id-23-1-0,0,8,False,15.658026000892278
1,id-23-2-4,4,4,True,15.258812999491056
1,id-23-3-9,9,9,True,17.753272999470937
1,id-23-4-0,0,2,False,19.990083000266168
1,id-23-5-0,0,0,True,17.88073700026871
1,id-23-6-1,1,1,True,20.959020999725908
1,id-24-0-9,9,9,True,15.785708999828785
1,id-24-1-2,2,2,True,13.691154000298411
1,id-24-2-6,6,6,True,11.023510999621067
1,id-24-3-1,1,1,True,12.825152000004891
1,id-24-4-4,4,4,True,14.225279999664053
1,id-24-5-8,8,8,True,12.941035000039847
1,id-25-0-0,0,0,True,13.679085000148916
1,id-25-1-1,1,1,True,16.458066000268445
1,id-26-0-3,3,3,True,14.1319949998433
1,id-26-1-6,6,6,True,13.824943999679817
